tst1,56, Local-gov, 216851, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst221,34, Private, 82623, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 20, United-States,?
tst222,19, ?, 63574, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 50, United-States,?
tst223,20, Self-emp-inc, 182200, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 30, United-States,?
tst224,30, Local-gov, 364310, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, Germany,?
tst225,34, Private, 56026, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States,?
tst226,36, Self-emp-inc, 37019, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst227,55, Private, 50164, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst228,24, State-gov, 123160, Masters, 14, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 10, China,?
tst229,47, Private, 345493, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 99999, 0, 55, Taiwan,?
tst230,30, Private, 142675, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst231,58, Self-emp-not-inc, 93664, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States,?
tst232,38, Local-gov, 91711, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst233,33, Private, 198003, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 50, United-States,?
tst234,28, Private, 216178, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst235,79, Self-emp-not-inc, 158319, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 24, United-States,?
tst236,42, Private, 107762, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst237,37, Federal-gov, 196348, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst238,37, Private, 117381, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States,?
tst239,40, Self-emp-not-inc, 49156, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 20, United-States,?
tst240,29, Private, 232914, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States,?
tst241,42, Private, 200187, Assoc-voc, 11, Divorced, Other-service, Unmarried, White, Female, 0, 0, 32, United-States,?
tst242,26, Private, 154966, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst243,57, Federal-gov, 97837, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 48, United-States,?
tst244,45, Private, 77764, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst245,43, Private, 331894, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States,?
tst246,35, Private, 46385, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 5178, 0, 90, United-States,?
tst247,23, Private, 183327, HS-grad, 9, Never-married, Craft-repair, Own-child, Black, Female, 0, 1594, 20, United-States,?
tst248,25, Private, 366416, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst249,49, Local-gov, 337768, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst250,38, Self-emp-inc, 257250, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst251,35, Private, 360799, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States,?
tst252,18, Private, 188476, 11th, 7, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 20, United-States,?
tst253,38, Local-gov, 225605, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 44, United-States,?
tst254,19, Private, 283033, 11th, 7, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst255,46, Private, 58126, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst256,30, Private, 211840, Some-college, 10, Separated, Sales, Unmarried, Black, Female, 0, 0, 16, United-States,?
tst257,53, Private, 121441, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States,?
tst258,33, Private, 279524, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst259,62, Private, 73292, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst260,32, Private, 209184, Bachelors, 13, Married-civ-spouse, Sales, Husband, Other, Male, 0, 0, 40, Puerto-Rico,?
tst261,28, Local-gov, 250135, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1902, 55, United-States,?
tst262,39, Self-emp-not-inc, 124090, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst263,28, Private, 199600, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States,?
tst264,41, Private, 59938, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 43, United-States,?
tst265,61, ?, 161279, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 0, 0, 36, United-States,?
tst266,30, Self-emp-not-inc, 33308, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst267,22, Private, 41763, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 25, United-States,?
tst268,51, Self-emp-inc, 166386, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female, 0, 0, 35, Taiwan,?
tst269,25, Private, 312966, 9th, 5, Separated, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, El-Salvador,?
tst270,33, Private, 118941, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 32, United-States,?
tst271,80, Private, 157778, Masters, 14, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 10, United-States,?
tst272,38, ?, 204668, Assoc-voc, 11, Separated, ?, Unmarried, White, Female, 0, 0, 25, United-States,?
tst273,25, Self-emp-not-inc, 257574, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 20, United-States,?
tst274,24, ?, 267955, 9th, 5, Never-married, ?, Own-child, White, Female, 0, 0, 20, United-States,?
tst275,58, Private, 137547, Bachelors, 13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, South,?
tst276,47, Private, 169092, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 50, United-States,?
tst277,61, ?, 226989, Some-college, 10, Married-spouse-absent, ?, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst278,43, Self-emp-not-inc, 190044, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst279,31, Private, 147215, 12th, 8, Divorced, Other-service, Unmarried, White, Female, 0, 0, 21, United-States,?
tst280,44, Private, 83508, Prof-school, 15, Divorced, Prof-specialty, Not-in-family, White, Female, 2354, 0, 99, United-States,?
tst281,37, Private, 61299, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States,?
tst282,18, ?, 23233, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States,?
tst283,23, Private, 205939, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 38, United-States,?
tst284,27, Private, 208703, HS-grad, 9, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 40, Japan,?
tst285,20, Private, 271379, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States,?
tst286,19, Private, 227491, HS-grad, 9, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, United-States,?
tst287,33, Private, 123253, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States,?
tst288,29, Private, 168479, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst289,43, Private, 198203, Some-college, 10, Married-spouse-absent, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst290,48, Private, 265083, 10th, 6, Divorced, Sales, Not-in-family, White, Female, 0, 0, 38, United-States,?
tst291,41, Private, 140590, Some-college, 10, Never-married, Sales, Not-in-family, Black, Male, 0, 0, 33, United-States,?
tst292,51, Private, 306108, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst293,41, Private, 163322, Bachelors, 13, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 30, ?,?
tst294,69, State-gov, 159191, Some-college, 10, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 810, 38, United-States,?
tst295,63, Private, 339473, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 60, United-States,?
tst296,39, Private, 305597, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst297,37, Private, 170718, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst298,42, Private, 272910, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst299,18, Private, 120029, Some-college, 10, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 20, United-States,?
tst300,35, Private, 348690, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst301,76, ?, 211574, 10th, 6, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 1, United-States,?
tst302,19, Private, 391329, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States,?
tst303,66, Self-emp-inc, 185369, 10th, 6, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States,?
tst304,34, State-gov, 190290, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States,?
tst305,59, Private, 108496, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 2907, 0, 40, United-States,?
tst306,30, Local-gov, 346122, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 5013, 0, 45, United-States,?
tst307,27, Private, 200227, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States,?
tst308,33, ?, 209432, HS-grad, 9, Separated, ?, Unmarried, White, Female, 0, 0, 20, United-States,?
tst309,52, Private, 124993, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 55, United-States,?
tst310,39, Private, 327435, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 36, United-States,?
tst311,38, Private, 180303, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 50, Japan,?
tst312,34, Private, 45114, Bachelors, 13, Never-married, Sales, Own-child, Black, Female, 0, 0, 40, United-States,?
tst313,20, Private, 293091, 11th, 7, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 60, United-States,?
tst314,28, Private, 39232, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst315,29, Self-emp-not-inc, 179008, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst316,57, Self-emp-not-inc, 190554, 10th, 6, Divorced, Exec-managerial, Own-child, White, Male, 0, 0, 60, United-States,?
tst317,43, Private, 124919, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 60, Japan,?
tst318,45, Self-emp-inc, 160440, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 42, United-States,?
tst319,37, Private, 410913, HS-grad, 9, Married-spouse-absent, Farming-fishing, Unmarried, Other, Male, 0, 0, 40, Mexico,?
tst320,52, Private, 133403, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States,?
tst321,39, Private, 166744, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 38, United-States,?
tst322,33, Local-gov, 292217, HS-grad, 9, Divorced, Protective-serv, Unmarried, White, Male, 0, 0, 40, United-States,?
tst323,22, Self-emp-inc, 269583, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 2580, 0, 40, United-States,?
tst324,42, Private, 113324, HS-grad, 9, Widowed, Sales, Unmarried, White, Male, 0, 0, 40, United-States,?
tst325,23, Private, 204209, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 10, United-States,?
tst326,18, Private, 215190, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States,?
tst327,50, Private, 95469, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7298, 0, 45, United-States,?
tst328,27, Private, 104329, 11th, 7, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst329,54, State-gov, 44172, HS-grad, 9, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 38, United-States,?
tst330,24, Private, 163053, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst331,29, Private, 225024, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst332,30, Private, 179112, Bachelors, 13, Never-married, Prof-specialty, Own-child, Black, Male, 0, 0, 40, ?,?
tst333,33, Private, 86492, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 87, United-States,?
tst334,35, Private, 38948, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst335,37, Private, 301568, 12th, 8, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States,?
tst336,20, Private, 49179, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States,?
tst337,26, Private, 174921, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst338,20, Self-emp-inc, 95997, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 70, United-States,?
tst339,17, Private, 226980, 12th, 8, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 17, United-States,?
tst340,26, Private, 124068, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States,?
tst341,34, Private, 204470, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst342,36, Private, 166304, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 33, United-States,?
tst343,23, Private, 33105, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States,?
tst344,45, Private, 202496, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 37, United-States,?
tst345,61, Self-emp-inc, 134768, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst346,49, Private, 61307, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, 0, 0, 38, United-States,?
tst347,44, Self-emp-not-inc, 171424, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 2205, 35, United-States,?
tst348,26, Local-gov, 177482, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 45, United-States,?
tst349,43, Local-gov, 260696, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 55, United-States,?
tst350,34, Private, 39609, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst351,41, Private, 166813, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States,?
tst352,33, ?, 234542, Assoc-voc, 11, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States,?
tst353,19, Private, 38294, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 2597, 0, 40, United-States,?
tst354,43, Private, 183096, Some-college, 10, Separated, Sales, Unmarried, White, Female, 0, 0, 10, United-States,?
tst355,46, Private, 163352, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 36, United-States,?
tst356,20, Private, 163003, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, 0, 0, 15, United-States,?
tst357,57, Private, 182677, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 4508, 0, 40, South,?
tst358,55, Private, 204751, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States,?
tst359,38, Self-emp-not-inc, 180220, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States,?
tst360,21, Private, 176690, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 24, United-States,?
tst361,61, ?, 198542, Bachelors, 13, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst362,20, Private, 339588, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, Peru,?
tst363,64, ?, 207321, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States,?
tst364,55, Private, 308373, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States,?
